match_id,point_duration_time_x,SET_GAME_POINT,rally_length,PLAYER_WIN_NAME,server_name
RG_2024_R16_Swiatek_Potapova,18.604,1_2_5,10,SWIATEK,POTAPOVA
Wimbledon_2023_R16_Swiatek_Bencic,23.83,1_13_2,16,BENCIC,BENCIC
RG_2024_SF_Swiatek_Gauff,25.582,1_6_2,20,SWIATEK,SWIATEK
Indian-Wells_2023_R16_Swiatek_Raducanu,26.268199059281923,1_1_3,19,SWIATEK,SWIATEK
United_Cup_2024_1st_Swiatek_Sorribes-Tormo,28.082,1_8_1,21,SWIATEK,SORRIBES TORMO
Indian_Wells_2024_F_Swiatek_Sakkari,25.062,1_5_3,15,SAKKARI,SWIATEK
Doha_2024_R32_Swiatek_Cirstea,17.673,1_7_5,14,SWIATEK,SWIATEK
Madrid_2024_R64_Swiatek_Wang,23.236,1_4_4,16,WANG,SWIATEK
United_Cup_2024_QF_Swiatek_Kerber,15.879,1_3_5,11,SWIATEK,SWIATEK
Indian_Wells_2024_R16_Swiatek_Putintseva,26.18,2_1_3,18,PUTINTSEVA,PUTINTSEVA
Montreal_2023_QF_Swiatek_Collins,17.93,3_5_1,12,COLLINS,COLLINS
Cincinnati_2024_R16_Swiatek_Kostyuk,17.311,2_7_5,10,KOSTYUK,SWIATEK
Miami_2024_R64_Swiatek_Giorgi,16.347,1_6_1,11,GIORGI,SWIATEK
United_Cup_2023_RR_Swiatek_Bencic,23.39651205570221,2_13_9,15,SWIATEK,BENCIC
AO_2024_R32_Swiatek_Noskova,17.693,2_7_1,11,SWIATEK,NOSKOVA
Wimbledon_2023_R64_Swiatek_Sorribes-Tormo,30.304,1_2_11,22,SWIATEK,SORRIBES TORMO
Indian_Wells_2023_SF_Swiatek_Rybakina,19.7477489649353,2_1_9,12,RYBAKINA,RYBAKINA
Dubai_2024_QF_Swiatek_Zheng,19.925,1_6_5,14,SWIATEK,ZHENG
Indian_Wells_2024_R32_Swiatek_Noskova,19.853,2_3_6,15,NOSKOVA,SWIATEK
US_Open_2023_R32_Swiatek_Juvan,18.451,1_1_4,13,SWIATEK,SWIATEK
US_Open_2023_R16_Swiatek_Ostapenko,18.755,1_9_5,11,SWIATEK,SWIATEK
AO_2023_2nd_Swiatek_Osorio,26.39630702243042,2_2_4,19,OSORIO,OSORIO
United_Cup_2024_R16_Swiatek_Garcia,22.798,3_3_4,15,SWIATEK,GARCIA
US_Open_2024_1st_Swiatek_Rakhimova,27.162,2_12_6,16,SWIATEK,SWIATEK
AO_2023_4th_Swiatek_Rybakina,17.12077308264923,2_2_4,11,SWIATEK,RYBAKINA
Montreal_2023_R16_Swiatek_Muchova,33.95,2_2_6,24,MUCHOVA,SWIATEK
Dubai_2024_R32_Swiatek_Stephens,27.812,2_6_14,20,STEPHENS,STEPHENS
Wimbledon_2023_QF_Swiatek_Svitolina,21.562,1_1_7,12,SWIATEK,SVITOLINA
United_Cup_2024_R32_Swiatek_Zheng,31.937,2_3_8,24,SWIATEK,SWIATEK
US_Open_2024_R32_Swiatek_Pavlyuchenkova,20.143,2_1_2,14,SWIATEK,PAVLYUCHENKOVA
Doha_2023_F_Swiatek_Pegula,36.57453311078034,1_6_7,26,PEGULA,PEGULA
AO_2023_1st_Swiatek_Niemeier,29.95604196382141,2_1_4,21,NIEMEIER,SWIATEK
Madrid_2024_R32_Swiatek_Cirstea,29.731,1_4_3,20,SWIATEK,SWIATEK
US_Open_2024_R64_Swiatek_Shibahara,24.23,2_2_20,16,SWIATEK,SHIBAHARA
United_Cup_2023_QF_Swiatek_Trevisan,25.331421998895262,2_10_10,18,SWIATEK,SWIATEK
United_Cup_2024_1st_Swiatek_Haddad-Maia,24.856706,1_5_2,17,HADDAD MAIA,HADDAD MAIA
Dubai_2024_SF_Swiatek_Kalinskaya,22.782,1_6_7,17,SWIATEK,KALINSKAYA
Madrid_2024_SF_Swiatek_Keys,27.56,1_4_3,18,KEYS,KEYS
RG_2024_QF_Swiatek_Vondrousova,26.938,1_4_15,18,SWIATEK,VONDROUSOVA
Doha_2024_F_Swiatek_Rybakina,38.323,2_7_4,28,RYBAKINA,RYBAKINA
AO_2024_1st_Swiatek_Kenin,23.495,1_8_11,16,SWIATEK,KENIN
Cincinnati_2023_SF_Swiatek_Gauff,23.491,3_6_5,17,GAUFF,GAUFF
United_Cup_2023_RR_Swiatek_Putintseva,19.85473500317383,2_6_2,15,PUTINTSEVA,SWIATEK
Wimbledon_2023_1st_Swiatek_Zhu,20.433,1_7_2,12,ZHU,SWIATEK
United_Cup_2023_SF_Swiatek_Pegula,22.732530949317933,1_5_3,18,SWIATEK,SWIATEK
AO_2024_R64_Swiatek_Collins,23.798,1_6_1,15,SWIATEK,SWIATEK
Indian_Wells_2024_QF_Swiatek_Wozniacki,31.143,1_1_2,21,SWIATEK,WOZNIACKI
Indian_Wells_2024_R64_Swiatek_Collins,18.802,1_2_2,11,SWIATEK,COLLINS
Cincinnati_2024_QF_Swiatek_Andreeva,25.438,2_3_6,18,SWIATEK,SWIATEK
RG_2024_F_Swiatek_Paolini,35.362,1_5_1,25,SWIATEK,SWIATEK
Indian_Wells_2024_SF_Swiatek_Kostyuk,18.22,2_3_7,13,KOSTYUK,KOSTYUK
Indian_Wells_2023_QF_Swiatek_Cirstea,18.36143200025177,1_4_2,11,SWIATEK,CIRSTEA
Wimbledon_2023_R32_Swiatek_Martic,25.966,1_6_4,17,MARTIC,SWIATEK
Miami_2024_R32_Swiatek_Noskova,22.112,1_8_2,14,NOSKOVA,NOSKOVA
Miami_2024_R16_Swiatek_Alexandrova,21.274,1_1_5,16,ALEXANDROVA,SWIATEK
Cincinnati_2024_R32_Swiatek_Gracheva,31.72,2_13_14,19,SWIATEK,GRACHEVA
US_Open_2023_R64_Swiatek_Saville,28.354,1_6_8,19,SWIATEK,SAVILLE
Madrid_2024_QF_Swiatek_Haddad-Maia,37.939,3_2_8,27,SWIATEK,HADDAD MAIA
Dubai_2024_QF_Swiatek_Zheng,18.252,2_4_7,13,SWIATEK,SWIATEK
RG_2024_R16_Swiatek_Potapova,18.13,2_2_4,13,POTAPOVA,POTAPOVA
Indian-Wells_2023_R16_Swiatek_Raducanu,25.39358404909516,2_4_3,17,SWIATEK,SWIATEK
Dubai_2024_R32_Swiatek_Stephens,24.81,2_1_2,17,STEPHENS,SWIATEK
Wimbledon_2023_R64_Swiatek_Sorribes-Tormo,29.213,2_3_1,21,SWIATEK,SWIATEK
Indian_Wells_2024_R64_Swiatek_Collins,18.033,2_2_1,14,SWIATEK,SWIATEK
United_Cup_2023_QF_Swiatek_Trevisan,23.847217013534543,2_7_10,17,TREVISAN,TREVISAN
Wimbledon_2023_R16_Swiatek_Bencic,22.98,1_10_6,17,BENCIC,BENCIC
AO_2023_2nd_Swiatek_Osorio,24.748740079086303,2_4_4,16,OSORIO,OSORIO
United_Cup_2024_R16_Swiatek_Garcia,14.141,3_2_2,9,SWIATEK,SWIATEK
Miami_2024_R16_Swiatek_Alexandrova,15.934,1_2_3,11,SWIATEK,ALEXANDROVA
AO_2023_4th_Swiatek_Rybakina,15.259745050401309,2_3_3,11,RYBAKINA,SWIATEK
Doha_2023_F_Swiatek_Pegula,26.73665000057984,1_6_6,17,SWIATEK,PEGULA
Indian_Wells_2023_QF_Swiatek_Cirstea,18.058416006240844,2_4_3,13,SWIATEK,CIRSTEA
United_Cup_2023_RR_Swiatek_Putintseva,16.974321002189637,2_5_5,9,SWIATEK,PUTINTSEVA
US_Open_2023_1st_Swiatek_Peterson,24.421,1_5_3,18,SWIATEK,SWIATEK
AO_2023_1st_Swiatek_Niemeier,22.71423698647308,2_12_5,17,SWIATEK,NIEMEIER
Madrid_2024_F_Swiatek_Sabalenka,22.042,2_4_6,15,SWIATEK,SWIATEK
Wimbledon_2023_QF_Swiatek_Svitolina,15.856,1_1_3,11,SWIATEK,SVITOLINA
Rome_2024_R32_Swiatek_Putintseva,25.973,1_2_10,14,PUTINTSEVA,PUTINTSEVA
Indian_Wells_2024_QF_Swiatek_Wozniacki,25.919,1_9_14,17,SWIATEK,WOZNIACKI
US_Open_2023_R16_Swiatek_Ostapenko,18.446,1_4_5,13,OSTAPENKO,OSTAPENKO
United_Cup_2024_R32_Swiatek_Zheng,21.31,1_3_2,14,SWIATEK,SWIATEK
RG_2024_QF_Swiatek_Vondrousova,24.575,1_6_6,14,SWIATEK,VONDROUSOVA
Cincinnati_2023_SF_Swiatek_Gauff,21.839,1_5_1,15,GAUFF,SWIATEK
US_Open_2024_R64_Swiatek_Shibahara,20.781,2_6_4,14,SWIATEK,SHIBAHARA
Dubai_2024_R16_Swiatek_Svitolina,22.374,2_1_6,17,SWIATEK,SVITOLINA
Madrid_2024_R32_Swiatek_Cirstea,26.676,1_3_3,17,SWIATEK,CIRSTEA
RG_2024_F_Swiatek_Paolini,24.797,1_3_4,15,PAOLINI,SWIATEK
Montreal_2023_R16_Swiatek_Muchova,28.948,1_5_8,20,SWIATEK,SWIATEK
Rome_2024_R64_Swiatek_Pera,17.406,2_7_8,13,PERA,SWIATEK
United_Cup_2023_RR_Swiatek_Bencic,19.608187018562315,2_9_4,14,BENCIC,BENCIC
Indian_Wells_2024_R16_Swiatek_Putintseva,24.915,1_4_5,18,PUTINTSEVA,PUTINTSEVA
Cincinnati_2024_R16_Swiatek_Kostyuk,14.18,2_3_6,9,KOSTYUK,SWIATEK
Miami_2024_R32_Swiatek_Noskova,19.942,1_6_1,14,SWIATEK,NOSKOVA
AO_2024_R64_Swiatek_Collins,22.402,1_9_7,17,COLLINS,COLLINS
Indian_Wells_2024_SF_Swiatek_Kostyuk,16.87,2_5_4,11,SWIATEK,KOSTYUK
Madrid_2024_QF_Swiatek_Haddad-Maia,30.565,3_4_4,17,SWIATEK,HADDAD MAIA
United_Cup_2023_SF_Swiatek_Pegula,20.42312307648621,2_1_1,16,PEGULA,SWIATEK
Montreal_2023_QF_Swiatek_Collins,16.795,3_3_6,10,SWIATEK,COLLINS
Madrid_2024_R64_Swiatek_Wang,22.033,2_5_2,16,WANG,SWIATEK
Miami_2024_R64_Swiatek_Giorgi,16.164,1_3_5,12,GIORGI,GIORGI
Indian_Wells_2024_R32_Swiatek_Noskova,19.815,1_1_5,13,NOSKOVA,SWIATEK
Indian_Wells_2023_SF_Swiatek_Rybakina,16.867418091027833,1_5_4,9,SWIATEK,RYBAKINA
AO_2024_R32_Swiatek_Noskova,17.29,1_3_10,12,SWIATEK,SWIATEK
Wimbledon_2023_1st_Swiatek_Zhu,20.208,1_1_4,15,ZHU,SWIATEK
AO_2024_1st_Swiatek_Kenin,18.411,1_8_5,14,KENIN,KENIN
Doha_2024_F_Swiatek_Rybakina,27.638,2_8_3,21,SWIATEK,SWIATEK
Madrid_2024_R16_Swiatek_Sorribes-Tormo,33.65,1_5_3,20,SWIATEK,SWIATEK
Doha_2023_2nd_Swiatek_Collins,20.341237064012144,2_5_3,14,SWIATEK,SWIATEK
Rome_2024_QF_Swiatek_Keys,23.492,2_7_11,12,SWIATEK,SWIATEK
US_Open_2023_R64_Swiatek_Saville,26.468,1_7_2,16,SAVILLE,SWIATEK
US_Open_2023_R32_Swiatek_Juvan,14.208,1_2_5,11,SWIATEK,JUVAN
Dubai_2024_SF_Swiatek_Kalinskaya,20.409,2_10_3,15,SWIATEK,KALINSKAYA
Cincinnati_2024_R32_Swiatek_Gracheva,24.736,3_4_2,17,GRACHEVA,SWIATEK
US_Open_2024_R32_Swiatek_Pavlyuchenkova,18.434,2_3_1,15,SWIATEK,PAVLYUCHENKOVA
United_Cup_2024_QF_Swiatek_Kerber,15.556,2_4_6,12,SWIATEK,SWIATEK
RG_2024_SF_Swiatek_Gauff,18.182,2_4_10,13,GAUFF,SWIATEK
Cincinnati_2024_QF_Swiatek_Andreeva,22.017,1_4_3,16,ANDREEVA,ANDREEVA
RG_2024_1st_Swiatek_Jeanjean,20.803,1_6_1,13,SWIATEK,SWIATEK
Madrid_2024_SF_Swiatek_Keys,26.866,2_7_5,16,KEYS,KEYS
Doha_2024_R32_Swiatek_Cirstea,14.853,2_4_2,11,SWIATEK,SWIATEK
United_Cup_2024_1st_Swiatek_Sorribes-Tormo,27.792,2_2_6,19,SWIATEK,SORRIBES TORMO
Indian_Wells_2024_F_Swiatek_Sakkari,22.236,1_2_5,15,SWIATEK,SAKKARI
RG_2024_SF_Swiatek_Gauff,17.738,1_2_3,14,SWIATEK,SWIATEK
United_Cup_2023_RR_Swiatek_Putintseva,15.724743053413391,2_5_2,9,SWIATEK,PUTINTSEVA
AO_2023_4th_Swiatek_Rybakina,14.822378952545169,2_8_2,11,RYBAKINA,RYBAKINA
Wimbledon_2023_R32_Swiatek_Martic,21.008,2_7_4,14,SWIATEK,MARTIC
Wimbledon_2023_QF_Swiatek_Svitolina,15.479,2_2_1,11,SWIATEK,SWIATEK
Madrid_2024_QF_Swiatek_Haddad-Maia,25.411,2_4_3,16,SWIATEK,HADDAD MAIA
Madrid_2024_R64_Swiatek_Wang,18.5,2_10_3,11,SWIATEK,WANG
Wimbledon_2023_1st_Swiatek_Zhu,17.905,1_6_6,11,ZHU,ZHU
RG_2024_QF_Swiatek_Vondrousova,24.136,1_4_5,18,SWIATEK,VONDROUSOVA
RG_2024_R16_Swiatek_Potapova,17.675,2_5_1,11,SWIATEK,SWIATEK
Dubai_2024_QF_Swiatek_Zheng,17.907,2_8_8,11,SWIATEK,SWIATEK
Doha_2024_R32_Swiatek_Cirstea,14.482,1_4_2,12,CIRSTEA,CIRSTEA
RG_2024_R32_Swiatek_Bouzkova,28.733,2_3_9,20,SWIATEK,BOUZKOVA
RG_2024_1st_Swiatek_Jeanjean,18.033,1_7_2,12,SWIATEK,JEANJEAN
Dubai_2024_SF_Swiatek_Kalinskaya,20.304,2_8_5,14,SWIATEK,KALINSKAYA
Madrid_2024_R32_Swiatek_Cirstea,25.269,1_2_3,16,SWIATEK,SWIATEK
US_Open_2024_1st_Swiatek_Rakhimova,22.075,1_9_5,15,SWIATEK,RAKHIMOVA
Wimbledon_2023_R64_Swiatek_Sorribes-Tormo,28.343,2_4_2,21,SWIATEK,SORRIBES TORMO
Dubai_2024_R32_Swiatek_Stephens,23.873,2_10_5,17,SWIATEK,STEPHENS
US_Open_2023_R64_Swiatek_Saville,25.741,2_10_5,17,SWIATEK,SWIATEK
Madrid_2024_R16_Swiatek_Sorribes-Tormo,29.888,1_3_2,19,SORRIBES TORMO,SWIATEK
United_Cup_2024_1st_Swiatek_Sorribes-Tormo,27.352,1_6_2,18,SWIATEK,SORRIBES TORMO
Doha_2023_2nd_Swiatek_Collins,16.57558201197052,2_3_6,10,COLLINS,SWIATEK
US_Open_2023_R32_Swiatek_Juvan,13.082,2_5_2,9,SWIATEK,SWIATEK
United_Cup_2023_QF_Swiatek_Trevisan,17.209672974708557,2_1_7,12,TREVISAN,TREVISAN
United_Cup_2024_QF_Swiatek_Kerber,14.371,1_4_3,12,KERBER,KERBER
Cincinnati_2024_R16_Swiatek_Kostyuk,13.816,2_4_2,9,SWIATEK,KOSTYUK
Miami_2024_R64_Swiatek_Giorgi,15.312,1_7_1,9,SWIATEK,GIORGI
AO_2024_R32_Swiatek_Noskova,16.965,2_8_3,12,NOSKOVA,SWIATEK
Indian_Wells_2024_R16_Swiatek_Putintseva,24.708,2_7_10,17,SWIATEK,PUTINTSEVA
Indian_Wells_2023_SF_Swiatek_Rybakina,16.046816021202087,2_1_8,11,SWIATEK,RYBAKINA
Cincinnati_2024_R32_Swiatek_Gracheva,24.076,2_11_5,16,SWIATEK,SWIATEK
Indian_Wells_2024_R32_Swiatek_Noskova,15.309,2_2_1,9,SWIATEK,NOSKOVA
US_Open_2023_R16_Swiatek_Ostapenko,16.862,1_6_5,13,SWIATEK,OSTAPENKO
AO_2024_1st_Swiatek_Kenin,17.433,1_6_6,10,SWIATEK,KENIN
AO_2024_R64_Swiatek_Collins,20.913,3_10_10,16,SWIATEK,COLLINS
Indian_Wells_2024_SF_Swiatek_Kostyuk,16.244,2_2_6,11,KOSTYUK,SWIATEK
Miami_2024_R32_Swiatek_Noskova,19.044,2_9_2,14,NOSKOVA,NOSKOVA
Cincinnati_2024_QF_Swiatek_Andreeva,17.9,1_6_5,12,ANDREEVA,ANDREEVA
Cincinnati_2023_SF_Swiatek_Gauff,21.224,3_1_1,15,GAUFF,SWIATEK
Indian_Wells_2024_R64_Swiatek_Collins,14.644,1_7_8,11,COLLINS,SWIATEK
United_Cup_2023_SF_Swiatek_Pegula,17.98325504689026,1_4_9,10,SWIATEK,PEGULA
Miami_2024_R16_Swiatek_Alexandrova,13.181,2_6_1,8,SWIATEK,ALEXANDROVA
Indian_Wells_2023_QF_Swiatek_Cirstea,17.28657203918457,2_7_5,12,CIRSTEA,SWIATEK
Indian_Wells_2024_QF_Swiatek_Wozniacki,24.163,1_9_9,17,WOZNIACKI,WOZNIACKI
US_Open_2023_1st_Swiatek_Peterson,22.675,1_2_3,15,SWIATEK,PETERSON
US_Open_2024_R32_Swiatek_Pavlyuchenkova,15.846,2_7_2,13,SWIATEK,PAVLYUCHENKOVA
United_Cup_2024_R16_Swiatek_Garcia,12.843,2_7_4,10,SWIATEK,SWIATEK
Indian_Wells_2024_F_Swiatek_Sakkari,20.231,2_5_3,14,SWIATEK,SWIATEK
United_Cup_2024_R32_Swiatek_Zheng,18.581,2_5_4,13,SWIATEK,SWIATEK
Doha_2024_F_Swiatek_Rybakina,24.423,1_7_6,18,RYBAKINA,SWIATEK
US_Open_2024_R64_Swiatek_Shibahara,19.821,2_2_9,13,SHIBAHARA,SHIBAHARA
AO_2023_1st_Swiatek_Niemeier,19.63720604691468,1_7_1,13,NIEMEIER,SWIATEK
AO_2023_2nd_Swiatek_Osorio,22.664917046379088,2_9_5,17,OSORIO,SWIATEK
Montreal_2023_R16_Swiatek_Muchova,19.5,3_5_1,12,MUCHOVA,MUCHOVA
Rome_2024_F_Swiatek_Sabalenka,21.361,2_9_4,17,SWIATEK,SABALENKA
Doha_2023_F_Swiatek_Pegula,25.20509403915405,2_4_5,18,SWIATEK,SWIATEK
Madrid_2024_F_Swiatek_Sabalenka,17.549,3_13_11,12,SWIATEK,SWIATEK
Montreal_2023_QF_Swiatek_Collins,16.259,2_3_4,11,COLLINS,COLLINS
Rome_2024_R32_Swiatek_Putintseva,23.836,2_2_4,17,PUTINTSEVA,SWIATEK
Indian-Wells_2023_R16_Swiatek_Raducanu,23.85096108742524,1_4_5,14,SWIATEK,RADUCANU
United_Cup_2023_RR_Swiatek_Bencic,18.37431695463562,2_1_5,14,SWIATEK,BENCIC
Indian_Wells_2024_R64_Swiatek_Collins,14.274,1_3_6,9,COLLINS,SWIATEK
Dubai_2024_QF_Swiatek_Zheng,17.396,2_2_6,13,ZHENG,SWIATEK
Miami_2024_R32_Swiatek_Noskova,17.873,2_10_7,12,SWIATEK,SWIATEK
Rome_2024_R64_Swiatek_Pera,14.295,2_8_5,10,PERA,PERA
Dubai_2024_R32_Swiatek_Stephens,23.406,2_9_8,13,STEPHENS,SWIATEK
Indian_Wells_2024_QF_Swiatek_Wozniacki,23.331,1_2_5,15,SWIATEK,SWIATEK
AO_2023_4th_Swiatek_Rybakina,11.910266984191894,2_1_4,7,SWIATEK,SWIATEK
US_Open_2023_R64_Swiatek_Saville,25.035,2_7_5,16,SAVILLE,SAVILLE
Miami_2024_R16_Swiatek_Alexandrova,12.515,1_7_11,8,SWIATEK,SWIATEK
Wimbledon_2023_1st_Swiatek_Zhu,17.344,2_9_4,12,ZHU,ZHU
United_Cup_2023_RR_Swiatek_Putintseva,13.784444003829956,1_6_6,9,SWIATEK,PUTINTSEVA
Dubai_2024_R16_Swiatek_Svitolina,20.999,2_6_1,16,SVITOLINA,SWIATEK
Indian_Wells_2024_R32_Swiatek_Noskova,14.642,2_3_8,11,SWIATEK,SWIATEK
RG_2024_1st_Swiatek_Jeanjean,17.539,2_3_3,11,JEANJEAN,SWIATEK
RG_2024_SF_Swiatek_Gauff,15.487,2_5_1,13,SWIATEK,GAUFF
AO_2023_2nd_Swiatek_Osorio,21.509782018701173,1_6_1,14,SWIATEK,OSORIO
Indian-Wells_2023_R16_Swiatek_Raducanu,21.031235996208192,2_2_6,13,SWIATEK,SWIATEK
Rome_2024_QF_Swiatek_Keys,17.306,2_1_10,10,SWIATEK,SWIATEK
Montreal_2023_R16_Swiatek_Muchova,18.918,1_6_10,10,SWIATEK,MUCHOVA
Montreal_2023_QF_Swiatek_Collins,15.555,2_9_5,10,SWIATEK,COLLINS
Indian_Wells_2024_F_Swiatek_Sakkari,19.312,1_8_1,14,SAKKARI,SAKKARI
Dubai_2024_SF_Swiatek_Kalinskaya,19.756,1_6_9,15,SWIATEK,KALINSKAYA
Rome_2024_F_Swiatek_Sabalenka,20.899,1_7_1,15,SABALENKA,SABALENKA
RG_2024_R64_Swiatek_Osaka,25.577,3_1_1,17,SWIATEK,OSAKA
Wimbledon_2023_R16_Swiatek_Bencic,19.271,3_9_4,12,SWIATEK,SWIATEK
US_Open_2023_R32_Swiatek_Juvan,12.094,1_1_1,9,JUVAN,SWIATEK
Indian_Wells_2024_R16_Swiatek_Putintseva,22.852,2_7_6,15,SWIATEK,PUTINTSEVA
RG_2024_QF_Swiatek_Vondrousova,21.445,1_4_3,15,SWIATEK,VONDROUSOVA
Miami_2024_R64_Swiatek_Giorgi,13.01,1_1_6,10,GIORGI,GIORGI
US_Open_2023_R16_Swiatek_Ostapenko,16.261,2_1_3,11,OSTAPENKO,OSTAPENKO
RG_2024_R32_Swiatek_Bouzkova,23.889,1_3_2,16,SWIATEK,BOUZKOVA
AO_2023_1st_Swiatek_Niemeier,19.482312935050963,1_9_8,14,SWIATEK,SWIATEK
Indian_Wells_2024_SF_Swiatek_Kostyuk,15.131,1_5_4,11,KOSTYUK,KOSTYUK
Rome_2024_R32_Swiatek_Putintseva,23.132,1_8_2,16,SWIATEK,PUTINTSEVA
Rome_2024_SF_Swiatek_Gauff,19.637,1_8_3,13,GAUFF,SWIATEK
RG_2024_R16_Swiatek_Potapova,16.729,2_4_3,11,SWIATEK,POTAPOVA
Doha_2024_R32_Swiatek_Cirstea,13.694,1_4_1,11,SWIATEK,CIRSTEA
Madrid_2024_SF_Swiatek_Keys,19.335,1_5_3,14,KEYS,SWIATEK
Doha_2023_2nd_Swiatek_Collins,15.64771802381897,2_1_3,8,SWIATEK,SWIATEK
Wimbledon_2023_R32_Swiatek_Martic,19.088,2_1_1,13,SWIATEK,MARTIC
Cincinnati_2023_SF_Swiatek_Gauff,19.982,2_7_3,15,SWIATEK,GAUFF
Cincinnati_2024_R32_Swiatek_Gracheva,22.687,2_12_1,16,SWIATEK,GRACHEVA
AO_2024_1st_Swiatek_Kenin,16.273,1_2_2,12,SWIATEK,KENIN
Wimbledon_2023_R64_Swiatek_Sorribes-Tormo,28.144,2_2_3,18,SWIATEK,SORRIBES TORMO
United_Cup_2024_QF_Swiatek_Kerber,13.476,1_7_10,9,SWIATEK,SWIATEK
United_Cup_2023_RR_Swiatek_Bencic,15.978179037124637,2_7_9,12,BENCIC,BENCIC
Madrid_2024_R64_Swiatek_Wang,16.848,2_2_4,9,SWIATEK,WANG
Cincinnati_2024_R16_Swiatek_Kostyuk,13.705,1_4_6,9,SWIATEK,KOSTYUK
AO_2024_R64_Swiatek_Collins,19.101,1_6_3,12,SWIATEK,SWIATEK
United_Cup_2024_1st_Swiatek_Sorribes-Tormo,27.174,1_6_1,19,SWIATEK,SORRIBES TORMO
Madrid_2024_F_Swiatek_Sabalenka,17.419,3_9_1,11,SWIATEK,SABALENKA
Cincinnati_2024_QF_Swiatek_Andreeva,16.651,1_10_9,12,ANDREEVA,ANDREEVA
Madrid_2024_QF_Swiatek_Haddad-Maia,24.733,3_8_3,15,HADDAD MAIA,HADDAD MAIA
Indian_Wells_2023_QF_Swiatek_Cirstea,16.78027999861145,1_8_8,12,SWIATEK,CIRSTEA
Madrid_2024_R16_Swiatek_Sorribes-Tormo,29.316,1_7_7,17,SWIATEK,SWIATEK
AO_2024_R32_Swiatek_Noskova,16.947,2_6_1,13,SWIATEK,SWIATEK
Doha_2023_F_Swiatek_Pegula,22.79942008048401,2_4_6,17,SWIATEK,SWIATEK
Indian_Wells_2023_SF_Swiatek_Rybakina,15.330244078675843,1_4_3,10,RYBAKINA,SWIATEK
United_Cup_2023_SF_Swiatek_Pegula,13.938136047447204,1_1_1,11,PEGULA,SWIATEK
United_Cup_2023_QF_Swiatek_Trevisan,17.113982953125,2_6_12,9,SWIATEK,SWIATEK
Madrid_2024_R32_Swiatek_Cirstea,25.224,2_5_3,19,SWIATEK,SWIATEK
US_Open_2024_R32_Swiatek_Pavlyuchenkova,14.266,1_1_9,11,SWIATEK,PAVLYUCHENKOVA
United_Cup_2024_R16_Swiatek_Garcia,12.378,2_4_3,11,SWIATEK,GARCIA
Doha_2024_F_Swiatek_Rybakina,20.712,1_13_12,15,RYBAKINA,SWIATEK
United_Cup_2024_1st_Swiatek_Haddad-Maia,20.32707,2_8_5,16,SWIATEK,SWIATEK
US_Open_2024_R64_Swiatek_Shibahara,19.072,2_4_9,12,SWIATEK,SHIBAHARA
United_Cup_2024_R32_Swiatek_Zheng,18.262,1_3_4,14,SWIATEK,SWIATEK
RG_2024_F_Swiatek_Paolini,21.689,1_6_4,16,PAOLINI,PAOLINI
Dubai_2024_R32_Swiatek_Stephens,21.917,2_5_2,16,SWIATEK,SWIATEK
United_Cup_2024_QF_Swiatek_Kerber,13.276,1_7_2,11,KERBER,SWIATEK
AO_2024_R32_Swiatek_Noskova,16.443,3_8_1,12,NOSKOVA,NOSKOVA
Indian_Wells_2024_R16_Swiatek_Putintseva,20.623,2_4_3,14,SWIATEK,SWIATEK
Miami_2024_R64_Swiatek_Giorgi,12.58,2_1_2,10,SWIATEK,SWIATEK
Madrid_2024_F_Swiatek_Sabalenka,17.407,3_12_11,10,SABALENKA,SWIATEK
Rome_2024_F_Swiatek_Sabalenka,16.953,1_2_5,12,SWIATEK,SWIATEK
AO_2023_4th_Swiatek_Rybakina,11.690952053710935,2_6_5,9,SWIATEK,RYBAKINA
RG_2024_QF_Swiatek_Vondrousova,20.889,1_4_17,14,SWIATEK,VONDROUSOVA
Doha_2023_2nd_Swiatek_Collins,15.58786204582367,2_7_2,10,SWIATEK,SWIATEK
Dubai_2024_R16_Swiatek_Svitolina,20.814,1_4_5,16,SVITOLINA,SVITOLINA
AO_2023_2nd_Swiatek_Osorio,19.349414005340577,1_2_3,12,SWIATEK,OSORIO
United_Cup_2024_1st_Swiatek_Haddad-Maia,19.706666,1_1_4,15,HADDAD MAIA,HADDAD MAIA
AO_2023_1st_Swiatek_Niemeier,16.97855601023865,1_4_1,13,NIEMEIER,NIEMEIER
Doha_2023_F_Swiatek_Pegula,21.00221995927429,2_2_1,14,PEGULA,SWIATEK
Rome_2024_SF_Swiatek_Gauff,19.366,1_5_4,14,GAUFF,GAUFF
Indian-Wells_2023_R16_Swiatek_Raducanu,19.3672299793396,2_1_3,14,SWIATEK,RADUCANU
United_Cup_2024_R32_Swiatek_Zheng,17.837,1_5_5,15,ZHENG,SWIATEK
US_Open_2024_R32_Swiatek_Pavlyuchenkova,14.128,2_2_6,10,SWIATEK,SWIATEK
United_Cup_2024_R16_Swiatek_Garcia,12.131,1_10_2,10,GARCIA,GARCIA
Indian_Wells_2024_F_Swiatek_Sakkari,18.939,1_3_3,14,SWIATEK,SWIATEK
Rome_2024_QF_Swiatek_Keys,16.648,1_5_2,13,SWIATEK,KEYS
United_Cup_2023_QF_Swiatek_Trevisan,16.334543999771117,2_3_5,9,TREVISAN,TREVISAN
Cincinnati_2024_R16_Swiatek_Kostyuk,13.591,1_2_3,9,SWIATEK,KOSTYUK
