match_id,point_duration_time_x,SET_GAME_POINT,rally_length,PLAYER_WIN_NAME,server_name
Shanghai_2025_1st_Zhang_Baez,14.773,2_1_9,9,ZHANG,BAEZ
Shanghai_2025_1st_Zhang_Baez,14.667,3_10_4,9,BAEZ,BAEZ
Shanghai_2025_1st_Zhang_Baez,14.388,1_1_1,11,ZHANG,BAEZ
Shanghai_2025_1st_Zhang_Baez,14.09,2_6_4,9,ZHANG,ZHANG
Shanghai_2025_1st_Zhang_Baez,19.176,2_1_3,13,ZHANG,BAEZ
Shanghai_2025_1st_Zhang_Baez,18.535,1_6_2,12,BAEZ,ZHANG
Shanghai_2025_1st_Zhang_Baez,17.512,3_6_3,12,BAEZ,BAEZ
Shanghai_2025_1st_Zhang_Baez,16.551,2_8_1,13,BAEZ,ZHANG
Shanghai_2025_1st_Zhang_Baez,16.517,2_7_4,12,BAEZ,BAEZ
Shanghai_2025_1st_Zhang_Baez,16.407,3_9_7,11,BAEZ,ZHANG
Shanghai_2025_1st_Zhang_Baez,16.147,1_5_4,10,ZHANG,BAEZ
Shanghai_2025_1st_Zhang_Baez,15.795,2_9_3,11,ZHANG,BAEZ
Shanghai_2025_1st_Zhang_Baez,15.568,1_7_1,10,ZHANG,BAEZ
Shanghai_2025_1st_Zhang_Baez,15.309,1_2_3,11,ZHANG,ZHANG
Shanghai_2025_1st_Zhang_Baez,15.1,3_5_1,10,ZHANG,ZHANG
Shanghai_2025_1st_Zhang_Baez,14.773,2_1_9,9,ZHANG,BAEZ
Shanghai_2025_1st_Zhang_Baez,14.667,3_10_4,9,BAEZ,BAEZ
Shanghai_2025_1st_Zhang_Baez,14.388,1_1_1,11,ZHANG,BAEZ
Shanghai_2025_1st_Zhang_Baez,14.09,2_6_4,9,ZHANG,ZHANG
Beijing_2025_QF_Lys_Gauff,35.402,1_4_6,24,GAUFF,LYS
Beijing_2025_QF_Lys_Gauff,27.089,2_3_2,19,GAUFF,LYS
Beijing_2025_QF_Lys_Gauff,24.32,1_1_1,17,GAUFF,GAUFF
Beijing_2025_QF_Lys_Gauff,23.489,2_7_6,16,LYS,LYS
Beijing_2025_QF_Lys_Gauff,22.56,2_1_4,15,LYS,LYS
Beijing_2025_QF_Lys_Gauff,19.629,1_9_6,14,GAUFF,GAUFF
Beijing_2025_QF_Lys_Gauff,18.726,2_7_2,13,GAUFF,LYS
Beijing_2025_QF_Lys_Gauff,18.269,1_2_3,14,LYS,LYS
Beijing_2025_QF_Lys_Gauff,17.567,2_3_5,12,LYS,LYS
Beijing_2025_QF_Lys_Gauff,17.096,1_5_3,13,LYS,GAUFF
Beijing_2025_QF_Lys_Gauff,17.046,2_6_8,12,GAUFF,GAUFF
Beijing_2025_QF_Lys_Gauff,15.797,2_2_4,12,LYS,GAUFF
Beijing_2025_QF_Lys_Gauff,15.639,2_5_12,11,GAUFF,LYS
Beijing_2025_QF_Lys_Gauff,15.469,2_5_1,11,LYS,LYS
Beijing_2025_QF_Lys_Gauff,15.399,2_8_8,11,LYS,GAUFF
Shanghai_2025_1st_Tien_Kecmanovic,34.574,1_1_5,26,TIEN,TIEN
Shanghai_2025_1st_Tien_Kecmanovic,30.107,1_6_4,19,KECMANOVIC,KECMANOVIC
Shanghai_2025_1st_Tien_Kecmanovic,28.233,1_1_6,20,KECMANOVIC,TIEN
Shanghai_2025_1st_Tien_Kecmanovic,26.06,1_2_13,18,TIEN,KECMANOVIC
Shanghai_2025_1st_Tien_Kecmanovic,25.524,2_4_1,17,TIEN,KECMANOVIC
Shanghai_2025_1st_Tien_Kecmanovic,23.723,3_5_2,16,KECMANOVIC,KECMANOVIC
Shanghai_2025_1st_Tien_Kecmanovic,19.962,1_2_7,13,KECMANOVIC,KECMANOVIC
Shanghai_2025_1st_Tien_Kecmanovic,19.739,1_8_5,12,KECMANOVIC,KECMANOVIC
Shanghai_2025_1st_Tien_Kecmanovic,19.264,1_1_1,13,KECMANOVIC,TIEN
Shanghai_2025_1st_Tien_Kecmanovic,18.178,1_3_3,13,KECMANOVIC,TIEN
Shanghai_2025_1st_Tien_Kecmanovic,18.163,1_10_5,11,KECMANOVIC,KECMANOVIC
Shanghai_2025_1st_Tien_Kecmanovic,17.753,1_8_7,13,TIEN,KECMANOVIC
Shanghai_2025_1st_Tien_Kecmanovic,17.473,3_1_1,9,KECMANOVIC,KECMANOVIC
Shanghai_2025_1st_Tien_Kecmanovic,17.454,3_6_4,12,TIEN,TIEN
Shanghai_2025_R64_Baez_Rune,36.984,2_10_4,22,BAEZ,BAEZ
Shanghai_2025_R64_Baez_Rune,27.591,2_9_2,15,BAEZ,RUNE
Shanghai_2025_R64_Baez_Rune,25.5,1_4_7,14,RUNE,BAEZ
Shanghai_2025_R64_Baez_Rune,24.321,1_1_3,14,BAEZ,RUNE
Shanghai_2025_R64_Baez_Rune,22.088,1_3_1,12,RUNE,RUNE
Shanghai_2025_R64_Baez_Rune,21.916,1_4_3,14,BAEZ,BAEZ
Shanghai_2025_R64_Baez_Rune,21.432,1_2_7,13,RUNE,BAEZ
Shanghai_2025_R64_Baez_Rune,20.427,2_2_7,11,RUNE,BAEZ
Shanghai_2025_R64_Baez_Rune,19.66,2_6_2,14,BAEZ,BAEZ
Shanghai_2025_R64_Baez_Rune,19.208,1_9_5,11,RUNE,RUNE
Shanghai_2025_R64_Baez_Rune,18.843,1_5_5,11,BAEZ,RUNE
Shanghai_2025_R64_Baez_Rune,18.614,2_10_3,11,RUNE,BAEZ
Shanghai_2025_R64_Baez_Rune,18.221,1_4_8,13,RUNE,BAEZ
Shanghai_2025_R64_Bellucci_Machac,27.426,1_1_3,20,MACHAC,MACHAC
Shanghai_2025_R64_Bellucci_Machac,25.833,2_10_1,16,BELLUCCI,MACHAC
Shanghai_2025_R64_Bellucci_Machac,20.535,2_2_1,12,BELLUCCI,MACHAC
Shanghai_2025_R64_Bellucci_Machac,19.081,1_1_2,14,MACHAC,MACHAC
Shanghai_2025_R64_Bellucci_Machac,17.836,2_9_13,12,MACHAC,BELLUCCI
Shanghai_2025_R64_Bellucci_Machac,17.733,2_9_5,11,MACHAC,BELLUCCI
Shanghai_2025_R64_Bellucci_Machac,17.671,1_1_1,13,BELLUCCI,MACHAC
Shanghai_2025_R64_Bellucci_Machac,17.46,2_3_12,10,BELLUCCI,BELLUCCI
Shanghai_2025_R64_Bellucci_Machac,17.074,2_6_10,10,MACHAC,MACHAC
Shanghai_2025_R64_Bellucci_Machac,16.742,1_1_10,11,MACHAC,MACHAC
Shanghai_2025_R64_Bellucci_Machac,16.574,1_5_5,11,MACHAC,MACHAC
Shanghai_2025_R64_Bellucci_Machac,16.246,1_8_5,11,MACHAC,BELLUCCI
Shanghai_2025_R64_Bellucci_Machac,15.741,2_10_4,8,MACHAC,MACHAC
Shanghai_2025_R64_Bellucci_Machac,15.421,1_4_4,10,MACHAC,BELLUCCI
Shanghai_2025_R64_Bellucci_Machac,14.162,2_7_6,10,BELLUCCI,BELLUCCI
Shanghai_2025_R64_Bergs_Ruud,30.266,2_12_6,21,RUUD,RUUD
Shanghai_2025_R64_Bergs_Ruud,21.599,2_12_1,15,BERGS,RUUD
Shanghai_2025_R64_Bergs_Ruud,20.303,1_6_2,13,RUUD,BERGS
Shanghai_2025_R64_Bergs_Ruud,19.185,2_1_2,12,RUUD,BERGS
Shanghai_2025_R64_Bergs_Ruud,18.927,1_8_1,10,RUUD,BERGS
Shanghai_2025_R64_Bergs_Ruud,16.5,3_2_5,12,RUUD,RUUD
Shanghai_2025_R64_Bergs_Ruud,15.649,1_1_4,12,RUUD,RUUD
Shanghai_2025_R64_Bergs_Ruud,15.026,2_12_4,11,BERGS,RUUD
Shanghai_2025_R64_Bergs_Ruud,14.955,1_5_1,9,BERGS,RUUD
Shanghai_2025_R64_Bergs_Ruud,14.576,1_1_2,11,BERGS,RUUD
Shanghai_2025_R64_Bergs_Ruud,13.073,1_5_5,8,RUUD,RUUD
Shanghai_2025_R64_Bergs_Ruud,12.783,3_4_4,8,BERGS,RUUD
Shanghai_2025_R64_Bergs_Ruud,12.724,2_6_4,9,BERGS,RUUD
Shanghai_2025_R64_Bergs_Ruud,11.533,2_12_5,6,BERGS,RUUD
Shanghai_2025_R64_Bergs_Ruud,11.213,2_7_2,6,BERGS,BERGS
Shanghai_2025_R64_Fritz_Marozsan,26.931,2_13_5,19,MAROZSAN,MAROZSAN
Shanghai_2025_R64_Fritz_Marozsan,24.478,3_13_7,17,FRITZ,MAROZSAN
Shanghai_2025_R64_Fritz_Marozsan,24.134,1_8_4,17,MAROZSAN,FRITZ
Shanghai_2025_R64_Fritz_Marozsan,23.34,2_13_2,15,MAROZSAN,FRITZ
Shanghai_2025_R64_Fritz_Marozsan,20.699,2_11_4,13,FRITZ,MAROZSAN
Shanghai_2025_R64_Fritz_Marozsan,18.357,2_5_1,11,FRITZ,MAROZSAN
Shanghai_2025_R64_Fritz_Marozsan,18.28,1_1_1,11,FRITZ,MAROZSAN
Shanghai_2025_R64_Fritz_Marozsan,18.101,1_1_5,10,FRITZ,MAROZSAN
Shanghai_2025_R64_Fritz_Marozsan,17.563,2_11_8,11,MAROZSAN,MAROZSAN
Shanghai_2025_R64_Fritz_Marozsan,17.187,2_1_6,11,MAROZSAN,MAROZSAN
Shanghai_2025_R64_Fritz_Marozsan,16.455,2_2_2,11,MAROZSAN,FRITZ
Shanghai_2025_R64_Fritz_Marozsan,15.294,3_6_1,10,MAROZSAN,MAROZSAN
Shanghai_2025_R64_Fritz_Marozsan,13.968,2_8_1,7,MAROZSAN,FRITZ
Shanghai_2025_R64_Fritz_Marozsan,13.85,3_10_5,9,MAROZSAN,MAROZSAN
Shanghai_2025_R64_Munar_Cobolli,30.342,1_2_6,18,COBOLLI,COBOLLI
Shanghai_2025_R64_Munar_Cobolli,29.788,1_3_1,18,COBOLLI,MUNAR
Shanghai_2025_R64_Munar_Cobolli,25.197,1_2_11,16,COBOLLI,COBOLLI
Shanghai_2025_R64_Munar_Cobolli,24.134,1_9_6,15,MUNAR,MUNAR
Shanghai_2025_R64_Munar_Cobolli,21.647,1_11_1,16,MUNAR,MUNAR
Shanghai_2025_R64_Munar_Cobolli,21.417,1_2_1,14,COBOLLI,COBOLLI
Shanghai_2025_R64_Munar_Cobolli,20.003,2_4_5,12,MUNAR,COBOLLI
Shanghai_2025_R64_Munar_Cobolli,17.401,2_4_4,11,COBOLLI,COBOLLI
Shanghai_2025_R64_Munar_Cobolli,16.599,1_1_1,10,MUNAR,MUNAR
Shanghai_2025_R64_Munar_Cobolli,16.411,2_7_1,12,MUNAR,MUNAR
Shanghai_2025_R64_Munar_Cobolli,16.305,2_3_4,9,COBOLLI,MUNAR
Shanghai_2025_R64_Munar_Cobolli,15.421,2_3_2,10,MUNAR,MUNAR
Shanghai_2025_R64_Munar_Cobolli,15.017,2_6_1,10,MUNAR,COBOLLI
Shanghai_2025_R64_Munar_Cobolli,14.473,1_2_8,9,MUNAR,COBOLLI
Shanghai_2025_R64_Nakashima_Majchrzak,30.94,1_1_1,21,MAJCHRZAK,NAKASHIMA
Shanghai_2025_R64_Nakashima_Majchrzak,19.226,2_1_2,12,NAKASHIMA,NAKASHIMA
Shanghai_2025_R64_Nakashima_Majchrzak,19.048,1_3_4,13,NAKASHIMA,NAKASHIMA
Shanghai_2025_R64_Nakashima_Majchrzak,17.234,1_1_10,11,NAKASHIMA,NAKASHIMA
Shanghai_2025_R64_Nakashima_Majchrzak,16.913,2_5_2,12,MAJCHRZAK,NAKASHIMA
Shanghai_2025_R64_Nakashima_Majchrzak,16.348,2_4_3,10,MAJCHRZAK,MAJCHRZAK
Shanghai_2025_R64_Nakashima_Majchrzak,16.312,1_1_8,11,MAJCHRZAK,NAKASHIMA
Shanghai_2025_R64_Nakashima_Majchrzak,15.726,2_4_2,11,NAKASHIMA,MAJCHRZAK
Shanghai_2025_R64_Nakashima_Majchrzak,15.479,1_9_5,10,NAKASHIMA,NAKASHIMA
Shanghai_2025_R64_Nakashima_Majchrzak,14.761,1_6_2,10,MAJCHRZAK,MAJCHRZAK
Shanghai_2025_R64_Nakashima_Majchrzak,13.588,1_1_9,9,MAJCHRZAK,NAKASHIMA
Shanghai_2025_R64_Nakashima_Majchrzak,12.625,1_1_6,8,NAKASHIMA,NAKASHIMA
Shanghai_2025_R64_Nakashima_Majchrzak,12.443,2_1_10,9,MAJCHRZAK,NAKASHIMA
Shanghai_2025_R64_Nakashima_Majchrzak,11.63,1_2_4,8,NAKASHIMA,MAJCHRZAK
Shanghai_2025_R64_Comesana_Musetti,40.076,1_5_2,27,COMESANA,COMESANA
Shanghai_2025_R64_Comesana_Musetti,30.996,2_5_5,20,MUSETTI,COMESANA
Shanghai_2025_R64_Comesana_Musetti,24.262,2_6_1,15,COMESANA,MUSETTI
Shanghai_2025_R64_Comesana_Musetti,23.805,2_6_3,14,COMESANA,MUSETTI
Shanghai_2025_R64_Comesana_Musetti,22.094,2_4_4,13,COMESANA,MUSETTI
Shanghai_2025_R64_Comesana_Musetti,21.185,2_1_4,15,COMESANA,COMESANA
Shanghai_2025_R64_Comesana_Musetti,19.699,1_10_2,13,COMESANA,MUSETTI
Shanghai_2025_R64_Comesana_Musetti,19.365,2_2_2,12,COMESANA,MUSETTI
Shanghai_2025_R64_Comesana_Musetti,17.5,1_7_2,12,MUSETTI,COMESANA
Shanghai_2025_R64_Comesana_Musetti,17.322,2_3_1,11,MUSETTI,COMESANA
Shanghai_2025_R64_Comesana_Musetti,17.173,1_2_2,12,COMESANA,MUSETTI
Shanghai_2025_R64_Comesana_Musetti,16.852,2_2_6,10,MUSETTI,MUSETTI
Shanghai_2025_R64_Comesana_Musetti,16.821,1_10_3,11,COMESANA,MUSETTI
Shanghai_2025_R64_Comesana_Musetti,15.542,1_3_4,10,MUSETTI,COMESANA
Shanghai_2025_R64_Comesana_Musetti,14.809,1_7_4,9,MUSETTI,COMESANA
Shanghai_2025_R64_Shapovalov_O'Connell,35.573,1_7_8,25,O'CONNELL,SHAPOVALOV
Shanghai_2025_R64_Shapovalov_O'Connell,15.592,1_9_4,11,O'CONNELL,SHAPOVALOV
Shanghai_2025_R64_Shapovalov_O'Connell,14.727,1_4_2,11,SHAPOVALOV,O'CONNELL
Shanghai_2025_R64_Shapovalov_O'Connell,14.579,1_7_4,11,O'CONNELL,SHAPOVALOV
Shanghai_2025_R64_Shapovalov_O'Connell,14.553,2_5_4,11,SHAPOVALOV,O'CONNELL
Shanghai_2025_R64_Shapovalov_O'Connell,13.598,2_7_4,9,O'CONNELL,O'CONNELL
Shanghai_2025_R64_Shapovalov_O'Connell,13.391,1_6_2,10,O'CONNELL,O'CONNELL
Shanghai_2025_R64_Shapovalov_O'Connell,11.813,1_8_4,9,SHAPOVALOV,O'CONNELL
Shanghai_2025_R64_Shapovalov_O'Connell,10.445,2_4_1,8,SHAPOVALOV,SHAPOVALOV
Shanghai_2025_R64_Shapovalov_O'Connell,9.477,1_9_10,8,SHAPOVALOV,SHAPOVALOV
Shanghai_2025_R64_Shapovalov_O'Connell,9.228,2_3_7,7,SHAPOVALOV,O'CONNELL
Shanghai_2025_R64_Shapovalov_O'Connell,9.217,1_8_6,6,SHAPOVALOV,O'CONNELL
Shanghai_2025_R64_Shapovalov_O'Connell,8.887,1_2_6,6,O'CONNELL,O'CONNELL
Shanghai_2025_R64_Shapovalov_O'Connell,8.786,2_3_3,7,SHAPOVALOV,O'CONNELL
Shanghai_2025_R64_de-Jong_Mensik,26.797,3_2_7,18,DE JONG,DE JONG
Shanghai_2025_R64_de-Jong_Mensik,22.976,3_2_2,15,MENSIK,DE JONG
Shanghai_2025_R64_de-Jong_Mensik,22.487,2_8_12,14,MENSIK,MENSIK
Shanghai_2025_R64_de-Jong_Mensik,22.011,1_3_1,15,MENSIK,DE JONG
Shanghai_2025_R64_de-Jong_Mensik,19.914,1_1_8,15,MENSIK,DE JONG
Shanghai_2025_R64_de-Jong_Mensik,16.864,3_10_6,11,MENSIK,DE JONG
Shanghai_2025_R64_de-Jong_Mensik,16.859,1_9_12,11,MENSIK,DE JONG
Shanghai_2025_R64_de-Jong_Mensik,16.485,2_13_1,11,MENSIK,DE JONG
Shanghai_2025_R64_de-Jong_Mensik,15.297,3_5_5,11,DE JONG,MENSIK
Shanghai_2025_R64_de-Jong_Mensik,14.436,1_1_3,11,MENSIK,DE JONG
Shanghai_2025_R64_de-Jong_Mensik,14.281,1_6_4,10,MENSIK,MENSIK
Shanghai_2025_R64_de-Jong_Mensik,14.015,2_3_6,10,DE JONG,DE JONG
Shanghai_2025_R64_de-Jong_Mensik,13.501,2_9_1,9,DE JONG,DE JONG
Shanghai_2025_R64_de-Jong_Mensik,13.414,3_1_1,9,MENSIK,MENSIK
Shanghai_2025_R64_Altmaier_Sinner,37.709,1_8_6,26,SINNER,SINNER
Shanghai_2025_R64_Altmaier_Sinner,21.09,1_7_1,16,ALTMAIER,ALTMAIER
Shanghai_2025_R64_Altmaier_Sinner,17.604,2_1_1,12,SINNER,SINNER
Shanghai_2025_R64_Altmaier_Sinner,17.159,2_9_5,10,SINNER,SINNER
Shanghai_2025_R64_Altmaier_Sinner,14.055,2_5_3,9,ALTMAIER,SINNER
Shanghai_2025_R64_Altmaier_Sinner,13.857,2_9_4,7,ALTMAIER,SINNER
Shanghai_2025_R64_Altmaier_Sinner,13.621,1_2_4,10,SINNER,SINNER
Shanghai_2025_R64_Altmaier_Sinner,13.477,2_5_4,8,ALTMAIER,SINNER
Shanghai_2025_R64_Altmaier_Sinner,12.917,2_9_3,7,ALTMAIER,SINNER
Shanghai_2025_R64_Altmaier_Sinner,12.88,2_4_3,7,SINNER,ALTMAIER
Shanghai_2025_R64_Altmaier_Sinner,12.391,1_4_5,8,ALTMAIER,SINNER
Shanghai_2025_R64_Altmaier_Sinner,11.852,1_5_2,8,ALTMAIER,ALTMAIER
Shanghai_2025_R64_Altmaier_Sinner,11.397,2_2_4,7,SINNER,ALTMAIER
Shanghai_2025_R64_Altmaier_Sinner,11.163,2_4_12,7,ALTMAIER,ALTMAIER
Shanghai_2025_R64_Altmaier_Sinner,11.111,1_2_2,6,SINNER,SINNER
Shanghai_2025_R64_Altmaier_Sinner,37.709,1_8_6,26,SINNER,SINNER
Shanghai_2025_R64_Altmaier_Sinner,21.09,1_7_1,16,ALTMAIER,ALTMAIER
Shanghai_2025_R64_Altmaier_Sinner,17.604,2_1_1,12,SINNER,SINNER
Shanghai_2025_R64_Altmaier_Sinner,17.159,2_9_5,10,SINNER,SINNER
Shanghai_2025_R64_Altmaier_Sinner,14.055,2_5_3,9,ALTMAIER,SINNER
Shanghai_2025_R64_Altmaier_Sinner,13.857,2_9_4,7,ALTMAIER,SINNER
Shanghai_2025_R64_Altmaier_Sinner,13.621,1_2_4,10,SINNER,SINNER
Shanghai_2025_R64_Altmaier_Sinner,13.477,2_5_4,8,ALTMAIER,SINNER
Shanghai_2025_R64_Altmaier_Sinner,12.917,2_9_3,7,ALTMAIER,SINNER
Shanghai_2025_R64_Altmaier_Sinner,12.88,2_4_3,7,SINNER,ALTMAIER
Shanghai_2025_R64_Altmaier_Sinner,12.391,1_4_5,8,ALTMAIER,SINNER
Shanghai_2025_R64_Altmaier_Sinner,11.852,1_5_2,8,ALTMAIER,ALTMAIER
Shanghai_2025_R64_Altmaier_Sinner,11.397,2_2_4,7,SINNER,ALTMAIER
Shanghai_2025_R64_Altmaier_Sinner,11.163,2_4_12,7,ALTMAIER,ALTMAIER
Shanghai_2025_R64_Altmaier_Sinner,11.111,1_2_2,6,SINNER,SINNER
Beijing_2025_QF_Navarro_Pegula,38.378,1_12_4,23,NAVARRO,PEGULA
Beijing_2025_QF_Navarro_Pegula,31.742,3_4_6,18,NAVARRO,NAVARRO
Beijing_2025_QF_Navarro_Pegula,26.355,3_4_9,17,PEGULA,NAVARRO
Beijing_2025_QF_Navarro_Pegula,24.539,2_2_1,15,PEGULA,NAVARRO
Beijing_2025_QF_Navarro_Pegula,23.919,2_8_4,17,PEGULA,NAVARRO
Beijing_2025_QF_Navarro_Pegula,22.989,3_4_2,16,NAVARRO,NAVARRO
Beijing_2025_QF_Navarro_Pegula,19.988,1_9_8,12,NAVARRO,NAVARRO
Beijing_2025_QF_Navarro_Pegula,18.653,1_13_5,13,PEGULA,NAVARRO
Beijing_2025_QF_Navarro_Pegula,18.153,3_3_3,10,PEGULA,PEGULA
Beijing_2025_QF_Navarro_Pegula,17.704,2_8_7,12,NAVARRO,NAVARRO
Beijing_2025_QF_Navarro_Pegula,16.985,1_2_2,13,NAVARRO,PEGULA
Beijing_2025_QF_Navarro_Pegula,16.443,2_8_1,10,PEGULA,NAVARRO
Beijing_2025_QF_Navarro_Pegula,16.392,3_5_13,10,PEGULA,PEGULA
Beijing_2025_QF_Navarro_Pegula,16.255,2_4_4,10,PEGULA,NAVARRO
Beijing_2025_SF_Anisimova_Gauff,22.378,2_6_5,16,GAUFF,ANISIMOVA
Beijing_2025_SF_Anisimova_Gauff,18.608,1_7_1,12,ANISIMOVA,ANISIMOVA
Beijing_2025_SF_Anisimova_Gauff,15.097,1_1_7,11,ANISIMOVA,ANISIMOVA
Beijing_2025_SF_Anisimova_Gauff,13.606,2_4_3,10,ANISIMOVA,ANISIMOVA
Beijing_2025_SF_Anisimova_Gauff,12.134,2_6_4,9,GAUFF,ANISIMOVA
Beijing_2025_SF_Anisimova_Gauff,12.019,1_2_4,7,ANISIMOVA,GAUFF
Beijing_2025_SF_Anisimova_Gauff,11.463,2_2_3,9,ANISIMOVA,ANISIMOVA
Beijing_2025_SF_Anisimova_Gauff,11.33,2_1_3,8,GAUFF,GAUFF
Beijing_2025_SF_Anisimova_Gauff,10.876,1_2_1,7,ANISIMOVA,GAUFF
Beijing_2025_SF_Anisimova_Gauff,10.695,2_7_8,6,GAUFF,GAUFF
Beijing_2025_SF_Anisimova_Gauff,10.292,1_6_6,6,GAUFF,GAUFF
Beijing_2025_SF_Anisimova_Gauff,9.374,2_8_1,5,GAUFF,ANISIMOVA
Beijing_2025_SF_Anisimova_Gauff,8.636,2_7_1,5,GAUFF,GAUFF
Shanghai_2025_R32_Cerundolo_Bergs,33.975,1_4_7,25,CERUNDOLO,BERGS
Shanghai_2025_R32_Cerundolo_Bergs,22.771,1_5_11,15,CERUNDOLO,CERUNDOLO
Shanghai_2025_R32_Cerundolo_Bergs,17.997,1_12_5,13,CERUNDOLO,BERGS
Shanghai_2025_R32_Cerundolo_Bergs,17.768,1_13_3,13,BERGS,BERGS
Shanghai_2025_R32_Cerundolo_Bergs,16.809,2_4_8,12,CERUNDOLO,CERUNDOLO
Shanghai_2025_R32_Cerundolo_Bergs,15.787,1_7_7,11,BERGS,CERUNDOLO
Shanghai_2025_R32_Cerundolo_Bergs,15.583,2_7_1,11,CERUNDOLO,BERGS
Shanghai_2025_R32_Cerundolo_Bergs,15.389,2_7_6,10,BERGS,BERGS
Shanghai_2025_R32_Cerundolo_Bergs,13.697,2_5_1,9,CERUNDOLO,BERGS
Shanghai_2025_R32_Cerundolo_Bergs,13.415,1_3_3,10,CERUNDOLO,CERUNDOLO
Shanghai_2025_R32_Cerundolo_Bergs,13.188,1_5_4,9,BERGS,CERUNDOLO
Shanghai_2025_R32_Cerundolo_Bergs,12.801,1_11_4,7,CERUNDOLO,CERUNDOLO
Shanghai_2025_R32_Cerundolo_Bergs,12.622,2_2_5,8,BERGS,CERUNDOLO
Shanghai_2025_R32_Cerundolo_Bergs,12.218,2_1_1,9,BERGS,BERGS
Shanghai_2025_R32_Griekspoor_Sinner,27.365,1_1_3,17,GRIEKSPOOR,GRIEKSPOOR
Shanghai_2025_R32_Griekspoor_Sinner,24.432,2_12_1,17,SINNER,GRIEKSPOOR
Shanghai_2025_R32_Griekspoor_Sinner,22.928,2_10_5,12,SINNER,GRIEKSPOOR
Shanghai_2025_R32_Griekspoor_Sinner,21.196,1_10_2,14,SINNER,SINNER
Shanghai_2025_R32_Griekspoor_Sinner,19.196,2_10_6,13,SINNER,GRIEKSPOOR
Shanghai_2025_R32_Griekspoor_Sinner,19.154,1_5_4,12,SINNER,GRIEKSPOOR
Shanghai_2025_R32_Griekspoor_Sinner,18.277,1_8_5,13,GRIEKSPOOR,SINNER
Shanghai_2025_R32_Griekspoor_Sinner,17.59,2_3_1,10,SINNER,SINNER
Shanghai_2025_R32_Griekspoor_Sinner,16.69,2_2_7,9,GRIEKSPOOR,GRIEKSPOOR
Shanghai_2025_R32_Griekspoor_Sinner,16.606,1_7_3,9,GRIEKSPOOR,GRIEKSPOOR
Shanghai_2025_R32_Griekspoor_Sinner,16.275,3_4_2,10,GRIEKSPOOR,GRIEKSPOOR
Shanghai_2025_R32_Griekspoor_Sinner,16.114,1_11_4,10,GRIEKSPOOR,GRIEKSPOOR
Shanghai_2025_R32_Griekspoor_Sinner,15.572,1_3_5,8,SINNER,GRIEKSPOOR
Shanghai_2025_R32_Griekspoor_Sinner,15.496,1_6_1,10,SINNER,SINNER
Shanghai_2025_R16_Diallo_Bergs,36.07,2_3_5,20,DIALLO,BERGS
Shanghai_2025_R16_Diallo_Bergs,25.066,2_12_2,14,BERGS,DIALLO
Shanghai_2025_R16_Diallo_Bergs,21.001,2_2_2,15,BERGS,DIALLO
Shanghai_2025_R16_Diallo_Bergs,18.168,2_3_6,13,DIALLO,BERGS
Shanghai_2025_R16_Diallo_Bergs,17.99,3_13_16,12,BERGS,BERGS
Shanghai_2025_R16_Diallo_Bergs,17.048,2_11_4,11,DIALLO,BERGS
Shanghai_2025_R16_Diallo_Bergs,15.47,3_13_10,9,BERGS,DIALLO
Shanghai_2025_R16_Diallo_Bergs,15.143,1_6_2,10,BERGS,BERGS
Shanghai_2025_R16_Diallo_Bergs,14.219,1_9_4,8,DIALLO,DIALLO
Shanghai_2025_R16_Diallo_Bergs,14.194,3_7_1,9,DIALLO,BERGS
Shanghai_2025_R16_Diallo_Bergs,14.147,3_10_2,10,DIALLO,DIALLO
Shanghai_2025_R16_Diallo_Bergs,13.443,3_7_6,9,DIALLO,BERGS
Shanghai_2025_QF_Bergs_Djokovic,37.425,2_10_4,26,BERGS,DJOKOVIC
Shanghai_2025_QF_Bergs_Djokovic,34.839,1_4_3,25,DJOKOVIC,BERGS
Shanghai_2025_QF_Bergs_Djokovic,33.212,1_7_8,22,DJOKOVIC,DJOKOVIC
Shanghai_2025_QF_Bergs_Djokovic,29.476,2_11_5,15,DJOKOVIC,BERGS
Shanghai_2025_QF_Bergs_Djokovic,26.168,2_12_7,18,BERGS,DJOKOVIC
Shanghai_2025_QF_Bergs_Djokovic,25.417,1_7_3,18,BERGS,DJOKOVIC
Shanghai_2025_QF_Bergs_Djokovic,24.237,1_9_4,16,DJOKOVIC,DJOKOVIC
Shanghai_2025_QF_Bergs_Djokovic,24.065,2_8_2,15,DJOKOVIC,DJOKOVIC
Shanghai_2025_QF_Bergs_Djokovic,23.014,2_9_1,16,DJOKOVIC,BERGS
Shanghai_2025_QF_Bergs_Djokovic,21.814,2_1_2,14,BERGS,BERGS
Shanghai_2025_QF_Bergs_Djokovic,18.917,1_7_9,12,DJOKOVIC,DJOKOVIC
Shanghai_2025_QF_Bergs_Djokovic,17.962,1_6_4,11,DJOKOVIC,BERGS
Shanghai_2025_QF_Bergs_Djokovic,17.686,1_7_5,12,DJOKOVIC,DJOKOVIC
Shanghai_2025_QF_Bergs_Djokovic,16.975,1_7_10,10,BERGS,DJOKOVIC
Shanghai_2025_QF_Bergs_Djokovic,16.138,1_1_1,10,DJOKOVIC,DJOKOVIC
RG_2025_R32_Cristian_Swiatek,27.006,2_5_6,18,SWIATEK,SWIATEK
RG_2025_R32_Cristian_Swiatek,24.646,2_5_10,14,SWIATEK,SWIATEK
