Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,15.77,2.14,4.97,-5.89,180.7,128.22,115.46,115.5
7-12 game split,17.25,2.29,5.04,-6.46,179.92,131.84,120.07,117.57
13-18 game split,12.09,2.14,4.43,-6.18,176.61,121.72,122.11,116.76
