Serve,Court Side,Position,Returns,Return In %,Return Win %,Win if In %
1st,Deuce,Up,19,89%,47%,52%
1st,Deuce,Middle,2,0%,0%,NO DATA
1st,Deuce,Back,0,NO DATA,NO DATA,NO DATA
1st,Ad,Up,21,90%,47%,52%
1st,Ad,Middle,0,NO DATA,NO DATA,NO DATA
1st,Ad,Back,0,NO DATA,NO DATA,NO DATA
2nd,Deuce,Up,10,80%,50%,62%
2nd,Deuce,Middle,0,NO DATA,NO DATA,NO DATA
2nd,Deuce,Back,0,NO DATA,NO DATA,NO DATA
2nd,Ad,Up,8,100%,62%,62%
2nd,Ad,Middle,0,NO DATA,NO DATA,NO DATA
2nd,Ad,Back,0,NO DATA,NO DATA,NO DATA
