Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,9.8,2.08,4.45,-5.05,156.45,121.45,112.23,106.01
7-12 game split,14.39,1.97,4.13,-5.46,161.36,123.02,122.91,108.25
13-18 game split,16.18,2.04,4.55,-6.03,155.15,106.26,115.22,107.31
19-24 game split,11.18,1.95,4.31,-5.73,156.39,122.44,117.84,109.8
25-30 game split,12.17,1.87,4.31,-5.58,156.62,114.66,116.71,113.48
31-34 game split,16.0,2.02,4.41,-5.96,153.64,107.87,117.49,109.62
