Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,5.37,1.97,14.62,-12.47,188.45,131.08,114.94,91.15
7-12 game split,7.53,1.89,13.56,-12.51,196.25,129.42,108.36,94.33
13-18 game split,6.14,1.52,12.08,-10.13,184.47,139.52,138.21,116.12
