Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,6.69,1.65,2.67,-3.54,182.23,124.45,122.22,122.22
7-12 game split,6.58,1.61,2.8,-3.3,176.5,127.88,124.39,124.39
13-15 game split,8.71,1.61,2.39,-2.98,182.6,138.45,121.33,116.09
