Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,9.77,2.21,3.47,-3.6,189.7,109.02,111.34,98.3
7-12 game split,6.89,2.3,3.68,-3.27,179.0,99.57,106.48,106.48
13-17 game split,8.14,1.92,2.95,-3.08,187.86,114.76,109.37,109.37
