Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,5.28,1.49,2.09,-3.25,168.63,128.54,111.22,111.22
7-12 game split,5.81,1.48,2.8,-3.7,168.1,115.42,124.42,124.42
13-18 game split,6.76,1.7,3.11,-4.01,169.07,115.35,112.48,112.48
