Serve,Court Side,Position,Returns,Return In %,Return Win %,Win if In %
1st,Deuce,Up,0,NO DATA,NO DATA,NO DATA
1st,Deuce,Middle,0,NO DATA,NO DATA,NO DATA
1st,Deuce,Back,15,66%,46%,70%
1st,Ad,Up,0,NO DATA,NO DATA,NO DATA
1st,Ad,Middle,3,100%,33%,33%
1st,Ad,Back,14,78%,7%,9%
2nd,Deuce,Up,6,83%,50%,60%
2nd,Deuce,Middle,7,71%,42%,60%
2nd,Deuce,Back,1,100%,0%,0%
2nd,Ad,Up,9,55%,22%,40%
2nd,Ad,Middle,3,100%,100%,100%
2nd,Ad,Back,0,NO DATA,NO DATA,NO DATA
