Serve,Court Side,Spin Type,Total Returns,Return In %,Win if In %
1st,Deuce,Slice,3,66%,100%
1st,Deuce,Non-Slice,12,66%,62%
1st,Ad,Slice,0,NO DATA,NO DATA
1st,Ad,Non-Slice,16,81%,15%
2nd,Deuce,Slice,1,0%,NO DATA
2nd,Deuce,Non-Slice,13,84%,54%
2nd,Ad,Slice,1,100%,100%
2nd,Ad,Non-Slice,9,66%,66%
