Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,12.29,1.97,3.41,-4.61,204.57,133.27,121.16,116.59
7-12 game split,8.52,1.9,2.89,-4.08,206.27,132.91,119.09,99.29
13-18 game split,7.99,1.84,2.77,-3.75,194.28,134.48,115.86,115.86
19-22 game split,7.74,1.63,2.76,-3.87,200.59,133.47,117.42,109.26
