Serve,Court Side,Spin Type,Total Returns,Return In %,Win if In %
1st,Deuce,Slice,3,100%,66%
1st,Deuce,Non-Slice,16,75%,58%
1st,Ad,Slice,4,75%,33%
1st,Ad,Non-Slice,12,91%,45%
2nd,Deuce,Slice,1,100%,0%
2nd,Deuce,Non-Slice,7,85%,16%
2nd,Ad,Slice,1,0%,NO DATA
2nd,Ad,Non-Slice,10,80%,62%
