Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,14.97,2.05,5.01,-6.16,170.76,111.5,100.51,100.12
7-12 game split,14.6,1.9,5.0,-6.2,169.69,114.13,106.02,103.23
13-17 game split,17.17,2.28,4.86,-6.55,172.62,104.17,100.48,99.74
