Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
4-16 game split,7.97,2.82,9.27,-10.7,178.26,,,
1-18 game split,7.42,2.78,8.46,-9.8,178.28,,,
7-17 game split,6.09,2.42,8.43,-9.45,178.94,,,
