Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,12.87,1.8,2.84,-3.57,160.55,114.25,123.02,105.86
7-12 game split,12.83,1.89,3.21,-4.42,169.25,117.59,108.35,98.27
13-18 game split,11.98,1.74,2.93,-3.87,154.34,128.59,119.98,104.11
