Serve,Court Side,Spin Type,Total Returns,Return In %,Win if In %
1st,Deuce,Slice,7,71%,80%
1st,Deuce,Non-Slice,10,50%,60%
1st,Ad,Slice,5,80%,50%
1st,Ad,Non-Slice,6,33%,0%
2nd,Deuce,Slice,2,100%,50%
2nd,Deuce,Non-Slice,15,100%,46%
2nd,Ad,Slice,4,100%,75%
2nd,Ad,Non-Slice,12,75%,33%
