Serve,Court Side,Spin Type,Total Returns,Return In %,Win if In %
1st,Deuce,Slice,2,100%,50%
1st,Deuce,Non-Slice,15,80%,58%
1st,Ad,Slice,0,NO DATA,NO DATA
1st,Ad,Non-Slice,7,85%,33%
2nd,Deuce,Slice,1,100%,0%
2nd,Deuce,Non-Slice,10,100%,70%
2nd,Ad,Slice,0,NO DATA,NO DATA
2nd,Ad,Non-Slice,19,100%,73%
