Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,10.6,2.2,3.49,-4.03,190.26,121.58,107.31,101.33
7-12 game split,11.88,2.16,3.82,-5.03,187.8,119.68,97.22,85.84
13-18 game split,9.64,2.05,3.53,-4.04,196.1,130.86,124.68,91.88
19-22 game split,10.81,1.84,3.12,-4.26,187.18,120.15,113.5,101.64
