Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,10.45,1.78,3.33,-3.48,194.49,128.63,115.34,99.66
7-12 game split,15.79,1.91,3.48,-3.76,192.37,123.46,113.14,95.6
13-18 game split,9.79,2.06,3.08,-3.84,196.58,117.49,104.57,86.65
19-24 game split,11.64,1.94,3.39,-3.78,190.21,112.19,114.61,93.09
