Serve,Court Side,Position,Returns,Return In %,Return Win %,Win if In %
1st,Deuce,Up,0,NO DATA,NO DATA,NO DATA
1st,Deuce,Middle,0,NO DATA,NO DATA,NO DATA
1st,Deuce,Back,27,70%,22%,31%
1st,Ad,Up,0,NO DATA,NO DATA,NO DATA
1st,Ad,Middle,0,NO DATA,NO DATA,NO DATA
1st,Ad,Back,27,81%,25%,31%
2nd,Deuce,Up,1,100%,100%,100%
2nd,Deuce,Middle,0,NO DATA,NO DATA,NO DATA
2nd,Deuce,Back,17,94%,41%,43%
2nd,Ad,Up,2,0%,0%,NO DATA
2nd,Ad,Middle,0,NO DATA,NO DATA,NO DATA
2nd,Ad,Back,11,90%,45%,50%
