Serve,Court Side,Spin Type,Total Returns,Return In %,Win if In %
1st,Deuce,Slice,3,100%,66%
1st,Deuce,Non-Slice,19,68%,30%
1st,Ad,Slice,4,75%,66%
1st,Ad,Non-Slice,15,80%,50%
2nd,Deuce,Slice,1,100%,0%
2nd,Deuce,Non-Slice,12,91%,36%
2nd,Ad,Slice,1,0%,NO DATA
2nd,Ad,Non-Slice,13,92%,66%
