Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,8.49,1.95,4.19,-4.75,173.84,115.64,119.9,119.9
7-12 game split,9.64,2.19,4.38,-5.27,171.05,121.41,121.23,118.43
13-18 game split,12.07,2.18,4.53,-5.76,181.8,111.97,118.11,118.11
19-21 game split,12.12,2.36,4.61,-5.92,178.46,119.72,112.03,105.81
