Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,8.34,1.65,3.07,-3.75,192.01,114.3,119.17,107.48
7-12 game split,7.91,2.16,3.35,-3.89,187.64,103.85,116.27,106.39
13-18 game split,10.43,1.73,3.44,-4.12,184.52,122.77,114.44,114.3
19-19 game split,11.38,2.46,3.62,-5.18,,102.77,101.97,101.97
