Serve,Court Side,Spin Type,Total Returns,Return In %,Win if In %
1st,Deuce,Slice,1,100%,0%
1st,Deuce,Non-Slice,20,80%,68%
1st,Ad,Slice,1,100%,100%
1st,Ad,Non-Slice,11,90%,40%
2nd,Deuce,Slice,1,100%,0%
2nd,Deuce,Non-Slice,6,100%,83%
2nd,Ad,Slice,0,NO DATA,NO DATA
2nd,Ad,Non-Slice,11,81%,66%
