Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-16 game split,9.98,1.98,3.2,-3.93,193.61,124.73,117.62,113.89
4-19 game split,10.93,2.02,3.17,-3.99,189.73,124.64,118.81,114.71
2-17 game split,10.25,2.03,3.17,-3.93,192.99,124.27,117.8,113.95
10-10 game split,11.83,1.43,3.22,-3.46,,135.69,121.48,121.48
