Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,10.79,2.49,4.85,-5.91,187.88,132.53,129.12,106.19
7-12 game split,10.83,2.31,4.69,-5.66,194.97,117.31,134.76,107.98
13-18 game split,12.85,2.64,4.94,-6.89,194.1,107.96,107.99,102.89
19-19 game split,10.34,1.51,4.56,-6.65,197.51,142.55,,
