Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,11.6,1.88,3.55,-4.21,197.9,114.44,118.42,109.94
7-12 game split,13.66,2.21,3.21,-3.98,195.05,111.92,109.86,99.4
13-17 game split,11.8,2.03,3.5,-4.42,196.86,114.55,103.7,95.88
