Serve,Court Side,Spin Type,Total Returns,Return In %,Win if In %
1st,Deuce,Slice,5,100%,20%
1st,Deuce,Non-Slice,13,84%,36%
1st,Ad,Slice,6,66%,25%
1st,Ad,Non-Slice,8,87%,42%
2nd,Deuce,Slice,0,NO DATA,NO DATA
2nd,Deuce,Non-Slice,10,80%,75%
2nd,Ad,Slice,0,NO DATA,NO DATA
2nd,Ad,Non-Slice,7,100%,57%
