Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,,,,,186.24,117.93,112.97,111.64
7-12 game split,,,,,185.66,120.01,117.03,117.03
13-18 game split,,,,,192.79,118.57,115.92,115.92
