Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,8.93,2.07,13.64,-14.87,144.52,124.97,112.43,114.4
7-12 game split,8.57,2.18,17.11,-14.21,150.52,121.69,118.43,117.06
13-18 game split,7.63,2.02,12.16,-12.73,139.85,124.42,122.48,119.87
