Serve,Court Side,Position,Returns,Return In %,Return Win %,Win if In %
1st,Deuce,Up,0,NO DATA,NO DATA,NO DATA
1st,Deuce,Middle,0,NO DATA,NO DATA,NO DATA
1st,Deuce,Back,30,80%,53%,66%
1st,Ad,Up,0,NO DATA,NO DATA,NO DATA
1st,Ad,Middle,12,75%,25%,33%
1st,Ad,Back,11,63%,36%,57%
2nd,Deuce,Up,11,81%,27%,33%
2nd,Deuce,Middle,12,83%,50%,50%
2nd,Deuce,Back,1,100%,100%,100%
2nd,Ad,Up,25,84%,68%,80%
2nd,Ad,Middle,1,100%,100%,100%
2nd,Ad,Back,0,NO DATA,NO DATA,NO DATA
