Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,16.76,2.04,3.7,-4.42,204.81,121.51,118.71,99.32
7-12 game split,12.05,2.1,3.56,-3.99,208.95,117.95,116.99,99.17
13-18 game split,8.09,1.87,3.35,-3.77,208.37,135.17,130.01,114.87
19-19 game split,15.9,1.91,3.51,-4.2,,107.74,118.5,101.17
