Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-18 game split,11.67,1.63,3.4,-3.89,193.61,111.43,112.12,105.38
6-19 game split,11.19,1.62,3.31,-3.85,194.1,110.58,113.63,106.37
3-17 game split,11.19,1.63,3.48,-3.92,193.4,114.31,111.12,104.91
2-2 game split,9.8,1.77,4.05,-5.28,,103.11,105.79,79.61
