Serve,Court Side,Spin Type,Total Returns,Return In %,Win if In %
1st,Deuce,Slice,3,100%,33%
1st,Deuce,Non-Slice,22,90%,35%
1st,Ad,Slice,2,100%,0%
1st,Ad,Non-Slice,24,75%,44%
2nd,Deuce,Slice,1,0%,NO DATA
2nd,Deuce,Non-Slice,18,83%,46%
2nd,Ad,Slice,0,NO DATA,NO DATA
2nd,Ad,Non-Slice,18,77%,71%
