Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,14.51,1.9,3.48,-4.13,167.51,105.64,107.65,100.62
7-12 game split,12.76,1.73,3.18,-3.8,165.37,118.11,113.69,105.74
13-18 game split,11.93,1.92,3.4,-3.99,173.33,111.19,105.67,104.99
