Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,7.01,1.63,2.66,-2.7,197.71,122.46,115.06,106.16
7-12 game split,5.81,1.8,2.26,-2.96,196.78,115.13,115.43,115.43
13-18 game split,7.74,1.68,2.49,-3.0,185.52,118.06,116.39,102.77
19-21 game split,6.3,1.76,2.48,-3.17,178.06,118.45,84.76,80.92
