Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,7.4,1.81,10.63,-9.35,149.36,107.08,103.86,101.95
7-12 game split,12.06,2.05,10.92,-9.4,144.31,106.24,104.05,102.83
13-18 game split,10.32,1.95,9.85,-8.49,145.42,104.93,104.77,102.66
19-24 game split,9.17,2.01,10.04,-9.49,142.57,103.37,105.82,103.78
