Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,8.73,1.91,4.68,-5.91,164.56,114.07,116.18,113.58
7-12 game split,7.9,2.19,5.31,-7.47,155.01,109.11,91.49,85.9
13-18 game split,12.2,1.86,4.97,-6.19,152.78,109.83,112.34,110.05
19-19 game split,19.2,1.74,4.31,-5.64,165.6,116.89,111.22,107.14
