Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
3-22 game split,11.37,1.97,3.57,-4.16,191.36,126.59,121.16,111.81
2-21 game split,11.26,1.98,3.54,-4.19,191.36,126.46,119.86,111.28
4-15 game split,10.2,2.07,3.67,-4.46,190.24,126.06,124.71,113.41
1-19 game split,10.78,1.99,3.48,-4.19,192.19,126.14,121.52,111.46
