Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,12.07,1.99,4.93,-5.88,205.48,112.87,118.87,115.68
7-12 game split,13.33,2.35,5.14,-6.67,202.49,114.07,115.21,110.34
13-18 game split,14.63,2.36,4.46,-6.27,203.12,126.51,120.19,111.34
19-23 game split,10.64,2.57,4.56,-6.5,192.01,119.52,118.15,113.33
