Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,9.57,1.98,3.02,-3.36,175.98,119.06,102.65,102.65
7-12 game split,10.25,1.83,3.25,-4.04,175.32,110.41,111.26,109.79
13-18 game split,12.04,1.75,3.23,-3.64,171.17,104.68,111.87,106.17
19-24 game split,11.44,1.97,2.89,-3.74,176.41,120.59,102.12,102.31
25-30 game split,12.25,2.07,3.02,-3.91,177.73,104.02,106.76,101.51
31-32 game split,7.38,1.7,2.74,-3.46,175.25,126.22,,
