Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,12.88,1.79,3.43,-4.27,161.45,117.09,115.59,97.81
7-12 game split,13.11,1.79,3.39,-4.29,160.41,121.85,116.14,108.41
13-15 game split,16.96,1.82,3.49,-4.41,158.04,122.09,120.04,108.9
