Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,,,,,200.75,118.58,87.77,87.77
7-12 game split,,,,,196.32,129.0,111.99,99.91
13-18 game split,,,,,194.2,113.78,112.06,112.06
19-24 game split,,,,,196.94,102.24,106.3,94.77
25-30 game split,,,,,191.43,104.17,93.09,91.06
