Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
3-18 game split,12.39,1.94,3.55,-4.13,194.35,120.77,118.72,106.14
1-15 game split,12.95,1.91,3.49,-4.07,195.58,118.31,119.55,106.22
2-17 game split,12.74,1.93,3.58,-4.11,193.92,121.0,119.2,106.07
