Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,15.29,1.85,4.26,-4.8,180.22,127.83,117.26,109.04
7-12 game split,14.16,1.74,4.31,-4.82,162.34,115.19,116.84,116.84
13-18 game split,13.87,1.88,4.58,-5.18,169.35,113.61,114.37,110.02
19-19 game split,11.77,1.89,4.23,-6.19,,67.29,90.89,90.89
