Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,8.07,1.89,3.51,-3.57,181.62,128.88,125.17,118.65
7-12 game split,8.66,1.71,2.86,-3.96,187.96,133.65,120.33,114.84
13-18 game split,10.79,2.04,3.17,-3.95,184.14,119.38,126.29,109.55
19-20 game split,6.08,2.02,2.28,-3.22,188.84,110.38,61.07,61.07
