Serve,Court Side,Spin Type,Total Returns,Return In %,Win if In %
1st,Deuce,Slice,4,25%,0%
1st,Deuce,Non-Slice,12,33%,25%
1st,Ad,Slice,2,100%,0%
1st,Ad,Non-Slice,10,90%,33%
2nd,Deuce,Slice,0,NO DATA,NO DATA
2nd,Deuce,Non-Slice,10,90%,55%
2nd,Ad,Slice,0,NO DATA,NO DATA
2nd,Ad,Non-Slice,16,87%,28%
