Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,9.45,1.96,2.86,-4.3,205.2,109.18,108.21,108.21
7-12 game split,9.34,1.9,3.11,-4.11,208.41,107.99,109.58,103.57
13-18 game split,8.25,2.06,2.95,-2.96,204.85,107.17,119.89,113.6
19-20 game split,8.93,1.76,2.84,-4.62,214.0,111.26,120.03,113.37
