Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,8.52,1.86,3.4,-3.8,188.89,98.45,102.88,102.88
7-12 game split,8.79,1.83,3.15,-3.43,185.75,104.47,113.38,111.25
13-18 game split,10.18,2.09,3.24,-4.32,186.62,88.63,110.97,110.29
