Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
3-12 game split,15.74,2.0,3.7,-4.12,195.43,134.72,126.68,125.29
2-13 game split,15.19,1.99,3.66,-4.06,196.71,133.77,127.36,126.09
1-1 game split,31.93,1.9,3.65,-4.24,,122.92,124.21,113.65
