Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,13.33,1.96,3.84,-4.18,192.35,136.44,132.2,121.73
7-12 game split,12.09,2.14,3.5,-4.28,201.67,127.98,111.76,102.82
13-18 game split,12.77,2.11,3.41,-4.21,197.57,139.87,119.07,113.52
19-19 game split,7.11,1.7,3.1,-2.24,218.63,145.87,,
