Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,9.96,2.03,5.42,-5.84,198.26,125.17,119.48,116.2
7-12 game split,19.56,1.88,4.96,-5.65,188.98,114.39,115.16,110.7
13-16 game split,15.17,2.23,5.55,-7.4,185.06,116.08,119.95,114.38
