Serve,Court Side,Spin Type,Total Returns,Return In %,Win if In %
1st,Deuce,Slice,2,50%,100%
1st,Deuce,Non-Slice,10,60%,66%
1st,Ad,Slice,0,NO DATA,NO DATA
1st,Ad,Non-Slice,10,80%,62%
2nd,Deuce,Slice,1,0%,NO DATA
2nd,Deuce,Non-Slice,14,100%,50%
2nd,Ad,Slice,0,NO DATA,NO DATA
2nd,Ad,Non-Slice,16,81%,69%
