Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,8.33,2.17,2.97,-3.69,185.17,121.42,122.94,113.34
7-12 game split,5.89,1.91,2.54,-3.49,184.62,132.52,133.76,120.56
13-18 game split,6.55,1.85,2.58,-3.75,181.75,124.18,132.55,132.55
19-21 game split,9.13,2.06,2.71,-3.29,179.59,115.65,124.6,124.6
