Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,12.84,1.38,3.38,-4.86,209.79,133.99,119.98,116.24
7-12 game split,18.19,1.65,3.95,-5.48,208.77,126.05,124.79,120.55
13-18 game split,16.16,2.05,4.59,-5.9,210.46,123.23,113.95,110.84
19-21 game split,21.48,1.7,4.21,-5.75,208.42,122.27,118.5,118.55
