Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,9.57,1.98,2.82,-3.82,191.49,132.14,112.43,110.84
7-12 game split,10.41,2.03,3.26,-3.95,193.46,122.42,118.19,107.54
13-16 game split,12.19,2.07,3.45,-4.28,200.28,119.88,118.99,114.17
