Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,13.22,2.08,3.34,-4.33,190.01,127.84,114.67,110.12
7-12 game split,8.99,1.86,3.24,-4.18,189.08,120.58,129.4,129.4
13-18 game split,12.27,2.01,3.25,-4.57,180.94,118.13,123.86,120.28
19-21 game split,8.87,2.01,2.8,-4.37,178.21,110.61,123.64,123.64
