Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,11.88,1.97,3.62,-3.75,209.54,128.71,105.31,103.54
7-12 game split,7.28,1.97,2.92,-3.91,208.35,124.76,115.55,108.85
13-18 game split,10.85,1.93,3.27,-4.17,206.5,119.42,111.94,104.83
19-21 game split,11.55,1.79,3.72,-3.89,210.59,131.71,112.53,107.66
