Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,7.2,1.51,2.66,-3.0,170.27,121.85,116.87,112.18
7-12 game split,6.99,1.79,2.81,-3.2,167.18,104.82,106.84,102.63
13-18 game split,6.36,1.59,2.5,-3.22,166.69,106.67,120.94,120.94
19-24 game split,7.1,1.57,2.67,-3.38,157.83,111.45,118.49,108.39
25-29 game split,9.22,1.56,2.58,-2.97,164.67,125.09,108.15,101.73
