Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,,,,,193.51,100.61,99.3,93.2
7-12 game split,,,,,193.72,107.46,97.19,88.48
13-18 game split,,,,,195.89,98.33,110.56,90.86
19-24 game split,,,,,193.29,122.59,101.35,94.71
25-30 game split,,,,,196.88,103.66,93.25,88.32
31-36 game split,,,,,195.23,100.29,102.15,88.62
