Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,8.22,1.64,3.07,-3.7,163.48,105.24,114.27,114.27
7-12 game split,5.73,1.47,2.5,-3.75,171.09,113.36,114.8,114.8
13-13 game split,4.41,1.8,1.93,-2.7,,,,
