Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,11.86,2.05,3.56,-3.77,199.27,137.64,125.97,117.44
7-12 game split,15.53,1.82,3.39,-4.2,203.12,126.38,123.77,113.98
13-17 game split,14.05,2.14,3.33,-4.26,212.13,127.56,115.58,107.74
