Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,13.36,1.74,3.3,-4.21,183.12,120.36,118.74,112.92
7-12 game split,9.08,2.04,3.4,-3.58,196.61,113.72,114.79,101.39
13-17 game split,13.47,1.85,3.56,-4.35,189.88,113.02,116.41,112.67
